id,title,body,parent_id,np,user_id,facilitation,invisible,top_fix,created_at,updated_at,theme_id,image,has_point,has_reply,agreement,claster
231,,"私も意識せずそうしてしまうことがありますね。 
例えば，訪れたことのない店に行く場合などはついmapに頼ってしまって 
スマートフォンをずっと見てしまっているという状態になりがちです。 
実際にこれでひやっとすることが何度かありました。",130,2015-11-24 16:07:05,2
232,,"私も意識せずそうしてしまうことがありますね。 
例えば，訪れたことのない店に行く場合などはついmapに頼ってしまって 
スマートフォンをずっと見てしまっているという状態になりがちです。 
実際にこれでひやっとすることが何度かありました。",231,2015-11-24 16:07:56,2
130,,"最近話題になっているところだと、歩きスマホが挙げられるのではないでしょうか。
スマホに夢中になりすぎて、移動時間すら惜しんでゲームをしている人をよく見かけます。
スマホのコンテンツが進化するのは基本的にはいいことですが、こういった弊害もありますね。",67,2015-06-15 22:33:26,1
51,スマホアプリ,"スマホを使う上で切り離すことができないのがアプリですよね。
スマホが普及するにつれアプリの種類も増え、仕事で重宝するスケジュール管理、日常生活で使う連絡手段、音楽やゲームといった娯楽まで、多様な目的を達成させてくれる様々なアプリが作られてきました。
このように日々進化するアプリがあるからこそ、スマホ普及が促進されたのかもしれません。
そんなアプリについて少し話し合いましょう。

皆さんが日々使われているアプリはどんなものですか？
最近気に入っているアプリ、ちまたで人気のアプリ、隠れた魅力のあるアプリを紹介してください！

私は最近スマートウォッチと連携して健康管理を支援してくれる、ヘルスケアアプリがお気に入りです。
毎日アプリを開くたびに昨日どれだけ運動したかがわかるので、今日も運動しよう！という気にさせてくれます。",,2015-06-15 12:08:02,3
230,,スレッドが重複しているので、以降はこっちのスレッドで議論を進めましょう！,51,2015-11-24 11:28:44,2
37,,"自分も大学入学時にガラケーからスマホに変えました。なので3年くらい前です。
当時はガラケーに機種変更する考えは全く無かったですね。スマホとガラケーを比べたら、当時のガラケーだと大抵の機種で画面操作がキー入力だけで使い勝手が悪そうだし、ウェブブラウザも携帯専用だったりして見にくいし、何よりも元々入っている機能しか使えず、自分でアプリを追加して欲しい機能を増やしていく、なんていうスマホの使い方は全くガラケーでは出来そうもなかったですよね。そんな使い手の自由の効かない機種を使いつづける考えは眼中には無く、大学入学と共に真っ先にスマホに機種変更しました。",17,2015-06-15 11:41:31,3
229,,"割と積極的な理由でスマホに変えたんですね。 
確かにガラケーの時代では考えられない使い方です。
",37,2015-11-24 11:24:21,2
30,,"私がスマホを使い始めたのは，3年前位だったかと思います．
理由としては周りが使っていたのが大きいですね．
連絡手段がLINEなどのコミュニケーションツールに移行しつつあったことも
その理由の一つかもしれません。",17,2015-06-15 11:34:15,5
228,,"LINEの普及は確かに大きいですね。 
ガラケーだとLINEが使えないらしいですし。",30,2015-11-24 11:22:59,2
11,スマホの便利な所,"私としては、やはりPCとの親和性に便利さを感じます。
メールやネットのブックマークは勿論、パスワードなどまで共有できて、とても良いです。
スマホの便利な所として、どんな機能がありますか？
みなさんの意見を聞かせてください。",,2015-06-15 10:02:53,39
227,,"iPhoneを利用しています。 
iTunesなどのソフトと連携して写真や音楽などを簡単にPCに取り込めるところが便利だと思います。",11,2015-11-24 11:16:18,2
57,,"一人暮らしをしているのでよく家計簿アプリを使ってます．
私が使っているアプリはスマホの画面から「何に，いくら使った」かを手入力しなきゃいけないので，ちょっと面倒くさいです．レシートの写真を撮るだけで自動的に家計簿を付けてくれるものもあるようですが，なんか上手くいかないので結局手入力するタイプのアプリを使ってます．",40,2015-06-15 12:37:47,9
226,,"私も家計簿アプリは使っています。 
画像認識の技術はかなり発展していますが、やはり、いまいち上手くいかない時もありますよね。 
レシートの文字を自動で認識してくれて、あとからそれを文字として検索できる機能は、かなり便利だと思いました。
",57,2015-11-24 10:53:56,2
25,スマホとは,"私はインターネットを頻繁に使う方ではありません。個人的な感覚としては、スマホもガラケーも同じ「携帯電話」です。
スマホとガラケーの違いとは何なのでしょうか？ガラケーとスマホが区別される理由や、ガラケーとスマホを分けているものはどのような部分だと思いますか？
ガラケーに足りなかったもの、また、スマホにしかない利点があれば、それがスマホの普及に大きな影響を与えたと考えることができると思います。",,2015-06-15 11:25:49,14
225,,"スマホがガラケーより優れてる点としてパッと思いつくものは、 
直感的な操作、アプリ開発、PCとの親和性、基本的なスペックの高さ、などでしょうか。",25,2015-11-24 10:48:37,2
224,,"たしか、ガラケーでもインターネットをできないことはないんですよね 
ただゲームや動画のようなメディアに多く触れるためにはスマホはとても使い勝手のいいものだと考えます。 
デザインや操作よりかは、扱えるようになったメディアの種類や容量がとてつもなく増えたところが大きな違いだとおもいます。",25,2015-11-24 10:42:18,2
9,投稿テスト,テストです。短文だとポイントが少ないです。,,2015-06-12 23:29:12,1
223,,"よくわかりました。
長い方がいい得点なんですね",9,2015-11-24 10:41:25,2
39,ここまでのまとめ,"ここまでの議論で、スマホが普及した理由として、
・PCとの親和性が高いから
・まわりが使い始めたから
・企業戦略の賜物
・使いたい機能が増えたから
・ガラケーではスペック不足だから
という意見が出ています。他に、ご意見はありませんか？
また、他にもスマホに関する話題なら何でも大歓迎です。",,2015-06-15 11:51:53,1
40,アプリケーション,"ここで、一旦アプリケーションに焦点を当ててみましょう。
あなたがスマホでよく使うアプリ、おすすめのアプリは何ですか？
私がよく使うのは、Evernote(メモ帳)、GoodNotes(PDFビューア)、StudyPlus(勉強管理)などです。",,2015-06-15 11:55:24,1
84,お詫び,"こちらの不手際により、本日午後３時〜８時頃、投稿が上手く反映されないというバグが発生しておりました。
ご不便をおかけしまして、誠に申し訳ございませんでした。",,2015-06-15 19:50:36,1
222,tsst,test,,2015-11-18 14:53:05,2
3,なぜスマホは普及したのか？,"現代社会においてスマホは、もはや必須アイテムと言っても過言ではないほど普及しています。
しかし、なぜスマホはこんなにも普及したのでしょうか？
スマホの魅力や、ガラケーとの相違点など、様々な角度から考察してみましょう！",,2015-06-10 17:23:55,1
17,スマホはいつから使い始めましたか？,"みなさんはいつからスマホを使い始めましたか？
もし使っていない方がいたらいつから使い始めたいか、でも構いません。
スマホが普及した理由は時期に関係あるとおもいます。
なのでスマホを使い始めた時期をみなさん書いてみましょう。
ガラケーなどから変更した理由もあるとなおいいでしょう。

ちなみに私は一昨年から使い始めました！
今まで携帯を持っていなかったのですが、
一人暮らしに伴って親との連絡手段のために購入しました。

それではみなさんの意見を聞かせてください！

",,2015-06-15 10:45:59,6
67,良いところ・悪いところ,"スマホの便利なところやアプリケーション、使い始めた時期についてはたくさん話が出てますね。
もっともっとスマホの良いところや悪いところをじゃんじゃん話しあいましょう！
例えば
良いところ
・みんな使っている
・色んなアプリがある
などなど
悪いところ
・電池の保ち
・スマホやSNSへの依存症
などなど
色んな意見をお聞かせください&話し合いましょう",,2015-06-15 13:27:37,6
73,web閲覧機能,"みなさんはパソコンをどのような時に使用されますか？
私のパソコンの使用内容のほとんどはスマホで出来るような内容ばかりだと気付きました。
大学や会社で使用するには事足りないことがスマホにはあるかもしれません。
ですが、スマホにはパソコンとほぼ同等と言えるweb閲覧機能が備わっています。
これは現代において重要な動機の一つだと私は思います。
なぜなら、必要なときに必要なだけスマホを弄れば好きなだけ情報が得られるからです。
それだけでも十分、いやガラケーからスマホへ移るには十二分な程の理由なのではないかと私思います。
これについても議論できたらと思い投稿させてもらいました。
よろしくお願いします。",,2015-06-15 13:48:40,11
113,スマホアクセサリーによるファッション性,"スマホは多機能なのはさることながら、アクセサリーの多様さというのがガラケーと違う点だと思います。
特にスマホケースやイヤホンジャックピアスは手軽に自分好みにスマホを飾れるし、種類豊富で選ぶのも楽しい。
そういったファッション性が若者受けを呼び、スマホ普及に一役買っているような気がします。",,2015-06-15 21:11:19,13
156,ここまでのまとめ2,"ここまでの議論で、スマホが普及した理由として、 

・PCとの親和性が高いから 
・まわりが使い始めたから 
・企業戦略の賜物 
・使いたい機能が増えたから 
・ガラケーではスペック不足だから
・OSやミドルウェアの統一性によって開発が容易になったから
・SNSとの親和性が高いから
・誰でもアプリの開発者になり、利用者にもなれるから
・PCと同じ感覚で利用できるから

という意見が出ています。他に、ご意見はありませんか？ 
また、そろそろ議論の最終的な結論を見据えて、上記の理由についても吟味していきましょう。",,2015-06-16 13:52:11,1
160,機能の増えた理由,"スマホはPCと同じような感覚で使えて、まわりの人々との連絡もすごく取りやすくなりました。
これはスマホになっていろいろな新しい機能が登場したり進化したりしたおかげだとおもいます。
しかし今まではガラケーでも、さらにその前は自宅の固定電話だけでも連絡をとるには十分でした。
それではなぜ新しい機能達が求められるようになったのでしょうか。

根底には技術の進歩もあったとおもいますが、何より使いたいという需要があったのだとおもいます。今までなかった需要がなぜ発生したのか。私、とても気になります。",,2015-06-16 15:05:00,6
177,ここまでのまとめ3,"ここまでの議論で、スマホが普及した理由として、

・PCとの親和性が高いから 
・まわりが使い始めたから 
・企業戦略の賜物 
・使いたい機能が増えたから 
・ガラケーではスペック不足だから 
・OSやミドルウェアの統一性によって開発が容易になったから 
・SNSとの親和性が高いから 
・誰でもアプリの開発者になり、利用者にもなれるから 
・PCと同じ感覚で利用できるから
・SNSの発達
・「供給が需要に繋がる」の連鎖

という意見が出ています。

また、本日は議論最終日です。ここからは、新しい意見を出すというよりも、
議論の最終的な結論を出すべく、上記の理由について吟味していきましょう。",,2015-06-17 10:45:39,1
178,今までの意見で,"今までの意見で、スマホの普及の理由として、
・PCとの親和性が高いから 
・まわりが使い始めたから 
・企業戦略の賜物 
・使いたい機能が増えたから 
・ガラケーではスペック不足だから 
・OSやミドルウェアの統一性によって開発が容易になったから 
・SNSとの親和性が高いから 
・誰でもアプリの開発者になり、利用者にもなれるから 
・PCと同じ感覚で利用できるから 
・SNSの発達 
・「供給が需要に繋がる」の連鎖
が出ています。
この中で、「これは特にそうだと思う！」「これは違うのではないか？」などの意見があれば、その理由を添えてお聞かせください。",,2015-06-17 10:47:28,1
27,企業戦略の賜物,"スマートフォンが流行った，というより企業戦略によって流行らせたものだと思う
スマートフォン向けのアプリとかサービス多いし
提供サービスが増えるから使用者も増えるし，使用者が増えるから提供サービスも増えるような好循環になってる
逆にガラケーなんかはその逆の悪循環に陥っている",,2015-06-15 11:26:52,4
133,技術の面から考える,"ガラケーの時代は各メーカーでOSやミドルウェアが異なりました。日本ではキャリア毎に開発環境の統一を図っていましたが、キャリア間のプラットフォームには違いがあります。
一方スマホでは2種類のOSで9割を占めており、ほとんどのメーカーが1つのプラットフォーム向けの開発に注力することができます。
このことがメーカーの開発力強化やキャリア間の競争を起こし、スマホの普及につながったのではないかと考えます。",,2015-06-15 22:39:48,12
15,,"iPhoneを利用しています。
iTunesなどのソフトと連携して写真や音楽などを簡単にPCに取り込めるところが便利だと思います。",11,2015-06-15 10:33:30,6
16,,"もちろんメールやパスワードの共有も良い機能です！
メモなんかも最近ではiCloudで使っています。
PCから取り込むだけでなくスマホでメモしたのをPCで読むことができるのも魅力ですよね。

",11,2015-06-15 10:39:32,6
20,,"私は3年ほど前からiPhoneを使っています。以前はガラケーを使っていました。
スマートフォンにした理由は、携帯会社からガラケーがほとんど発売されていなかったことや、連絡手段としてLINEが普及してきていたからです。
私自身はスマートフォンを使いたかったためガラケーから変えたのではなく、スマートフォンにする必要性を感じたため変えました。
スマートフォンの普及には、携帯会社の売り出し方にもあると思います。",17,2015-06-15 11:03:25,14
21,,"iPhone4から使っているので、４年前くらいでしょうか。
昔はアプリが少なかったですが、ここ最近はかなり増えた気がします。
こんな機能欲しいなーと思って探すと、それを実現するアプリが見つかるケースがほとんど。",17,2015-06-15 11:04:20,1
22,,"俺がスマートフォンに変えたのは大学生に入学した年だったかな
もともと二つ折りの携帯で満足していたけど，流行に乗ったかんじ
俺が変えたときには，周りのみんなも既にスマートフォン使ってた時期だし

携帯はあんまり使ってない方だけど，いつまでも古い機種使ってると周囲から浮くと思う",17,2015-06-15 11:10:34,4
23,,"メモ共有は本当に捗りますよね。
何か思いついたらスマホを取り出すだけでアイデアを残せるのは便利。
昔はメモ帳とペンを持ち歩いていましたが、最近は紙媒体を使うことの方が稀なくらいです。",16,2015-06-15 11:19:57,1
24,,"みんな利用している手段だから、という理由では私もそうかもしれません。
私の場合ガラケーを購入しても良かったわけですから、スマホにした理由は必要性を感じたということになりますね！",20,2015-06-15 11:23:25,6
26,,"私もガラケーからスマホに変えたのは大学入学時でした．なので大体３年前です．
私自身はそんなに携帯を頻繁に使わないのでガラケーのままでも良かったんだけど，一人だけガラケーなのもなーと思って変えることにしました．",17,2015-06-15 11:26:03,9
28,,"私の家族はそれよりも前からスマホを使っていて
私が一昨年なので2年前、
兄弟姉妹は私よりも2年早いので4年前、
父親は私と同じく2年前です。
やはりこのくらいの時期に買い替えや購入をしてる人が多いのですかね！",17,2015-06-15 11:28:46,6
29,,"スマホの使いたいからスマホにした、というよりかは、
まわりがスマホを使い始めたから・・・という方が多いですね。",17,2015-06-15 11:33:51,1
31,,"たしか、ガラケーでもインターネットをできないことはないんですよね
ただゲームや動画のようなメディアに多く触れるためにはスマホはとても使い勝手のいいものだと考えます。
デザインや操作よりかは、扱えるようになったメディアの種類や容量がとてつもなく増えたところが大きな違いだとおもいます。

",25,2015-06-15 11:35:18,6
32,,"アプリ開発の好循環は確かに素晴らしい。
開発で稼げるというのは、ガラケー時代を思えば画期的。
使用者が同時に開発者にもなれる時代が来るとは思ってもいませんでした。",27,2015-06-15 11:35:56,1
34,,"スマホがガラケーより優れてる点としてパッと思いつくものは、
直感的な操作、アプリ開発、PCとの親和性、基本的なスペックの高さ、などでしょうか。",25,2015-06-15 11:38:13,1
35,,"たしかにガラケーは楽しめるアプリのようなものが少ないイメージがあります。
ガラケーの使用者が減っていくのも無理はないですね。",27,2015-06-15 11:38:43,6
36,,"LINEの普及は確かに大きいですね。
ガラケーだとLINEが使えないらしいですし。",30,2015-06-15 11:39:26,1
47,,"元からスマホに入っているメモやメッセージ、時計(アラーム機能)などをよく使います。
LINEやTwitterなどの連絡用のツールや、グーグルマップ、Yahoo天気なども便利ですね。",40,2015-06-15 12:05:45,6
48,,"割と積極的な理由でスマホに変えたんですね。
確かにガラケーの時代では考えられない使い方です。",37,2015-06-15 12:06:02,1
52,,スレッドが重複しているので、以降はこっちのスレッドで議論を進めましょう！,51,2015-06-15 12:14:43,1
61,,"私がガラケからスマホに変えたのは３年前です。
なぜなら、大学の電子掲示板を手元の端末で確認できることに魅力を感じたからです。",17,2015-06-15 13:16:10,10
62,,"確かに、昔は大学のPCコーナーかキオスク端末に行くしか手段がなかったですね。
小規模なコミュニティに合わせた専用のツールが使える、という点においても、スマホは便利な気がします。",61,2015-06-15 13:19:31,1
63,,"私も家計簿アプリは使っています。
画像認識の技術はかなり発展していますが、やはり、いまいち上手くいかない時もありますよね。
レシートの文字を自動で認識してくれて、あとからそれを文字として検索できる機能は、かなり便利だと思いました。",57,2015-06-15 13:20:59,1
75,,"電池の持ちが悪いのは確かに問題ですね。
コンパクトになっても、予備バッテリーを持ち歩かないといけないのでは、重たいままなのと変わらないですからね。
また、自由すぎるのも問題な気がします。未成年に有害な広告が簡単に掲載できるのも困る。",67,2015-06-15 14:01:17,1
76,,"パソコンで出来て、スマホで出来ないものといえば、高画質な3Dのゲームなどでしょうか。
昔はよくFPSゲームをやっていたので、その頃はPCが中心でしたね。
最近はあまりやらなくなったので、スマホを使う機会が増えています。",73,2015-06-15 14:02:46,1
79,,"同じサイトでも、画面サイズの都合でレイアウトが変わってきますよね。
余談ですが、COLLAGREEもPCからとスマホからでレイアウトが変わります。
是非お試しください！",73,2015-06-15 14:17:24,1
87,,僕はあまりパソコンは使わないです。パソコンでできることはスマホでも出来ることが多いので、普段使い慣れてるスマホのほうが利用する場面は多いです。,73,2015-06-15 19:56:46,7
88,,"私は2年半前からスマホを使ってます。そのまえはガラケーでした。
変更の一番の理由は、周りがみんな変えだしたからですね。連絡手段がメールからLINEに移行し始めたりで
ガラケーがちょっと不便になってきたので変えました。",17,2015-06-15 19:57:06,13
92,,"僕は、3年前から使い始めてます。僕は周りの友達がTwitterやmixi,lineなどを利用していて僕もやりたいと思ったし、スマホの方が便利なアプリも多かったのでスマホに変えました。",17,2015-06-15 20:11:50,7
93,,"私はLINE・天気予報・マップなどですね。
私は方向音痴なのでマップがすぐ開けるので助かってます。",40,2015-06-15 20:15:42,13
77,,"私もスマホとパソコンは同じような使い方をします。しかし、長文を打つワードや細かい図の位置の調節がパワーポイントのファイルなどはスマホから作成するのには適しませんね。
ガラケーではワードやパワーポイントのファイルを編集することもできなかったので、その点においてもスマホの技術の進歩を感じることができますね。",73,2015-06-15 14:08:38,6
90,,"いいところといえば、LINEやtwitterといった他者とのコミュニケーションを主としたアプリが使いやすいことですね。
これらで友達同士の連絡や会話が容易になったり、外との交流を持ちやすくなった気がします。
ただその分悪用される事件が増えてきているのは問題だとは思います。",67,2015-06-15 20:06:11,13
99,,"中学生の頃からガラケーを持たせて貰っていましたが、やはり連絡手段という点のみで持っていたので、
スマホみたいな多機能を備えてある携帯電話があると便利かと思い高校生になった際に乗り換えました！
",17,2015-06-15 20:45:07,11
104,,"パソコンでのネットサーフィンみたいことはスマホでは簡単に出来る為、そういった用途での使い方をしてる人はかなり多いかもしれませんね！
確かにパワーポイントやワードといった資料作成はスマホには適さないと思いますので「用途に合わせて」というのは大事なポイントですよね",77,2015-06-15 20:52:32,11
111,,"悪用される事件が増えてきているのは確かに問題ですね。
例えば，大学生などは板書を写真にとってテストの時にそれを用いたりする人もいるようです。
便利なところは便利なままで，悪用されてしまう部分は何とか取り除く仕組みを作ってほしいですね。",90,2015-06-15 21:09:29,5
121,,"3年半前からスマホを使っています。
それまでは所謂ガラケーを使っていましたが、Androidスマホがそれなりに使える性能になっていたこと、仕事でスマホからの動作確認を求められるケースが出てきたことを理由にスマホに切り替えました。",17,2015-06-15 21:46:48,12
123,,"スマホのケースはデザインが豊富で、確かにスマホの普及に一役買ってそうですね。
家電量販店のスマホ売り場と見に行くと、スマホケースだけでもかなりの売り場面積をとってるのを見ます。",113,2015-06-15 22:00:51,8
124,,"悪いところで言えば、視力の低下があげられると思います。
スマホは画面や文字が小さくなってしまうので、どうしても画面に顔を近づけがちです。
そのまま長時間使用すると視力は低下してしまいます。
さらに、首を前に倒した状態が続くと、肩こりや片頭痛の原因になるとも聞きます。",67,2015-06-15 22:11:19,8
125,,"ガラケ一が主流だった頃は各機種に対応したアクセサリがこれほど豊富になるとは考えられませんでした。
一方で数十個のストラップを付けたり、デコったりしたものはスマホではあまり見かりませんね。",113,2015-06-15 22:13:41,12
129,,"そういう人、います。
膝の間や筆箱の中に忍ばせたりして・・・",111,2015-06-15 22:30:50,1
131,,"iPhoneなんかは、みんなが使っているからアクセサリも増える、
アクセサリが増えるから、使う人も増える、といった循環に入ってる感じがしますね。",123,2015-06-15 22:35:23,1
135,,歩きスマホに限らず、自動車のドライバーがスマホを片手に運転しているのを頻繁に見かけます。運転中は携帯電話の使用自体違反になるのに、スマホの画面を見ながらハンドルを握っているのを見ると怖くなります。,130,2015-06-15 22:51:31,3
138,,"スマホのメリット・デメリットは皆さんが書かれているように、表裏一体だと感じています。
アプリなどのカスタマイズや多機能だからこそ、子供の利用制限や私用と公用(仕事に使う)の区別など利用者のモラルが必要です。",67,2015-06-15 23:25:16,12
141,,"私も意識せずそうしてしまうことがありますね。
例えば，訪れたことのない店に行く場合などはついmapに頼ってしまって
スマートフォンをずっと見てしまっているという状態になりがちです。
実際にこれでひやっとすることが何度かありました。",130,2015-06-16 11:51:04,5
150,,"スマホの流行り方は，youtubeやニコニコのような動画サイト，初音ミクのようなボカロなどのように，誰でもアプリの製作者になり，誰でもアプリを利用できるという魅力によるものとも考えられます
「誰でも」という部分による好循環を見出した企業戦略はすごいと思います",27,2015-06-16 13:02:59,8
151,,"アプリ開発などいろいろな方面から企業がバックアップをしているお陰でいい方面へ向かっているというのを自分も感じます
全体的にスマホの誕生にどの企業も乗っかりたいんでしょうねw",27,2015-06-16 13:19:45,11
153,,"SNSといったコミュニケーションアプリが普及したお陰で情報の循環がしやすくなった(いい意味、悪い意味でも)感はありますね
自分もTwitterがあるお陰で情報を仕入れやすくなりましたw
最近ではどの企業でもTwitterを導入し情報の提供をしたりして上手いことやってたりもしてます
さらにLINEが生まれたことで連絡のしやすさもまた上がってますしスマホのいいところは指折り数え切れないほどあると言っていいでしょう",67,2015-06-16 13:27:40,11
154,,"公式アカウントがTwitterを使って宣伝しているのはよく見かけますね。
個人的にはSHARPの公式アカウントがお気に入りです。",153,2015-06-16 13:37:36,1
155,,"OSの統一は確かに大きいかも。
そういう面でも昔はアプリ開発も難しかっただろうし、
何よりユーザが開発者になるという発想が生まれなかった感じはありますね。",133,2015-06-16 13:39:03,1
164,,"以前、何かの文章で、
昔は必要性が発明の「母」であったが、現在は発明が必要の「母」となっている
という趣旨の文章を読んだことがあります。(出典が曖昧で申し訳ないです)
連絡をとったり、HPなどを閲覧するのはガラケーでもできました。
私は、多くの需要があったと言うよりは、供給が先であり、「便利そうだな」「面白そうだな」ということで世間に受け入れられたと考えます。
今現在はなくてはならない物かも知れませんが、発売された当初、私はガラケーの機能で満足していましたし、スマホの必要性を感じてはいませんでした。
より高機能の物を必要としていた人もいるとは思いますが、需要よりも、企業戦略による供給の方がはるかに大きかったと私は思います。",160,2015-06-16 15:37:35,14
165,,"最近の機種はスマホが出始めた頃よりもサイズが大きくなっている点に，若干の不便さを感じてます．
スマホのヘビーユーザにとっては画面が大きい方がメリットが多いのかもしれませんが，片手で操作しにくかったり，持ち運ぶ際に邪魔だったりでデメリットも多いような気がします．
個人的には小さいスマホへの需要も一定数はあると思うので，もう少しラインナップを増やして欲しいところです．",67,2015-06-16 17:35:50,9
172,,"私もその文章を読んだことがあります。
ガラケーで満足していた時は、スマホのようなものを必要だとは感じていませんでした。
実際、「必要がなかった」ので、スマホを使い始めたのは去年からです。
就活の際に情報を早く得られる方がいいと聞いてスマホにしましたが、もともとスマホがなければPCで十分だったと思います。
スマホが急速に普及して、ほぼスマホから選ぶしかない状態になってしまったからとも言えますが…。
アプリでも同じように供給の方が圧倒的に多く、たくさんアプリの中から面白そうなものを探している状態です。
なので、需要よりも供給の方が大きいのではないかと私も思います。",164,2015-06-16 22:49:54,8
187,,"SNSやPCライクな技術の発達が特にそうだと思います。
今まで元々あったメールやチャット、ブラウジングなどの機能の正統的な発展してスマホを使ったSNSや種々の機能が生まれ、それが受け入れられたのではないでしょうか。
",178,2015-06-17 13:10:56,6
189,,"私はこの中でしたら，「誰でもアプリの開発者になり、利用者にもなれるから」だと考えますね。
私はまわりが使い始めてからスマホを使い始めるようになりました。
しかし，そもそもなぜそのまわりの人が使い始めるようになったのかを考えますと，
スマホで無ければ使えない，使いにくいサービスやアプリが豊富にあるからだと思ったからです。",178,2015-06-17 13:49:46,5
191,,"「普及」のどの部分に焦点を当てるかによって、主な理由は変わってくると思います。
普及し始めたきっかけや、ビジネスなどに広い範囲で受容された理由としては、
・機能や汎用性が高い(PCとの関連など)
・アプリなどの開発が容易
など、技術的なものが中心となると思います。
一方で、今や子供から主婦・年配の方まで広まったことを「普及」と考えるのであれば、
・サービスの拡充(企業による供給)
・まわりから遅れたくない(SNSなどを含め)
といった、社会的・心理的な要因が挙げられると思います。
「普及」全体の理由となると、ひとつに絞るのは現時点では難しと感じます。",178,2015-06-17 14:41:28,14
192,,自分も同意見ですね。ガラケーでも一部機種では Flash や JS を使ったゲームを開発、利用することはできたようですが、他の投稿であった通り、異なる機種でも共通のOSを持ち、万人が共通のフレームワークでアプリを開発、利用することができるようになったことで、かつてない便利なアプリが沢山作られることに大きく貢献していると思います。その結果、魅力的なアプリがユーザを引きつけ、それらを使いたくスマホ自体の普及にもつながったと考えます。,189,2015-06-17 15:28:26,3
193,,"・まわりが使い始めたから 
が大きいと思う
周りを見ても，用途としてスマートフォンである必要がない人も使ってるし",178,2015-06-17 16:22:56,4
194,,"私もそう思います．
もともと携帯端末は「どこでも使える」ことが目的だと思います．
そこに「誰でも開発者や利用者になれる」が加わることで利用面がより便利になるだけでなく開発面においても便利になり，よりスマホが普及したのではないかと考えます．
また，誰でもアプリ開発者になれることで供給が増え，誰でも利用者になれることで需要が増えると考えると，「供給が需要につながる」の連鎖もスマホ普及の要因に含まれると思います．",189,2015-06-17 16:35:37,8
195,,"いい意見だと思います。
普及した相手によって理由が違うのはあると思います。",191,2015-06-17 17:41:20,6
211,,fa,177,2015-10-29 14:48:15,2
212,,ffaa,211,2015-10-29 14:48:45,2
213,,ああああ,9,2015-11-17 14:27:06,2
214,,fafa,156,2015-11-17 15:03:39,2
215,,jkjkhbjbnjj,73,2015-11-18 11:22:01,2
216,,test,215,2015-11-18 11:40:32,2
49,,"その昔、GR○Eという会社があってですね。
任○堂を越えるとか何とか言ってました・・・",35,2015-06-15 12:07:28,1
80,,"私も基本的に未登さんと同じですね。
ワードやパワーポイントの作成はキーボードやマウスといった機器の方が使いやすいですね。
画面の大きさももちろん影響を与えているとは思います。
やはり使い方によって良いインターフェースが変わるのでしょうね。",77,2015-06-15 14:28:27,5
217,,faf,80,2015-11-18 12:01:01,2
218,,fafa,80,2015-11-18 12:01:13,2
219,,"そおうですね
",11,2015-11-18 12:58:40,2
220,,テスト,9,2015-11-18 12:59:14,2
221,,OKOK!!,49,2015-11-18 13:18:36,2
